	평점	일시	감상평
2140	8	2020.01.08 12:42	재미있게잘보고왔습니다냠냠
2141	6	2020.01.08 11:27	희생, 용기, 헌신 그리고 승리
2142	9	2020.01.08 03:13	
2143	9	2020.01.08 02:30	생생한 비행전투씬이 압도적입니다.
2144	9	2020.01.08 01:23	보는내내 쫄깃한 스릴!! 몰입도 최고!
2145	8	2020.01.08 00:29	GC 해상 전투신 최고~~
2146	6	2020.01.08 00:18	볼거리는 풍부했습니다 ^^
2147	8	2020.01.07 23:05	뻔하지 않은 감동이 있는 영화
2148	8	2020.01.07 22:30	남자들의영화! 뚝심있게 밀고가는 주인공 ..그런영화..!  군인감성..그대로나오는 ㅋㅋㅋ실화바탕이라 몰입한것도 한몫
2149	9	2020.01.07 21:42	때려 부수고 폭발 시키고 압도하는 영상미하면 롤랜드 에머리히다운 작품. 근래에 본 최고의 2차 대전 전쟁영화
2150	9	2020.01.07 21:09	
2151	7	2020.01.07 20:54	간만에 본 전쟁영화 세계2차대전을 조금이나마 알면 재미있게 볼수 있다고 생각함 개인차이긴 하지만본면 후회는 없을둣
2152	8	2020.01.07 17:04	존잼..여자친구도 재미있어하더랑
2153	7	2020.01.07 16:19	같은 속도로  두시간을 달리니 중후반부로 갈수록 지루한 감이 없지 않아 있지만 그래도 괜찮
2154	10	2020.01.07 01:43	
2155	10	2020.01.07 00:42	지금까지 미국이 압도적으로 이긴 줄만 알았는데일본 리즈 시절이 이때였군요...
2156	8	2020.01.07 00:17	일단 영상미는 CG티가 좀 많지만 그런데로 액션은 좋았고 볼만하네요. 다만 스토리구성에 짜임새나 개연성은 기대안하고 봐야할거에요
2157	10	2020.01.07 00:07	다국적 자본으로 만들어진 영화답게 객관적 시각을 고수하는 전쟁영화
2158	10	2020.01.06 23:49	폭탄 투하하기 위해 적 항모로 낙하하는 장면에서는 아무도 숨을 쉬지 못했을거임...
2159	9	2020.01.06 23:45	이미 역사적 내용을 알고 봤기에 더 재밌게 볼 수 있었다.
2160	10	2020.01.06 23:23	역시 실화를 바탕으로 만든거라서 보는 내내 감동과 멱먹함이 있었고 뭔가 이순신장군의 명량해전과 오버랩이 느껴졌어요~
2161	9	2020.01.06 22:40	중간중간 좀 오글거리는 연출이 있었지만 역사적 사실이라는거 하나만으로 9점을 주고 싶음
2162	9	2020.01.06 22:38	너무 복잡해서 어느비행기가 어느항모를 격침시키는지 어떤 비행기가 추락하는지 잘 구분은 못하겠다. 하지만 그런점을 이해하지 않아도 꽤 재미있게 봤다. 그리고 액션영화 뒤에 가려진 영웅들의 활약에 이 영화의 의미가 깊은것 같기도 하다. 
2163	10	2020.01.06 22:15	
2164	8	2020.01.06 22:13	미국은 일본의 심기를 전혀 건드리지 않는 선에서 자국의 공군을 띄웠다. 야! 너네 공군이 활약하기 시작한건 6.25라구
2165	9	2020.01.06 21:25	아이맥스로 보고 싶었다..ㅠ.
2166	10	2020.01.06 21:22	솔직히 엄청 큰 기대를 갖고 있거나 처음부터 별로라고 생각하고 보면 그렇게 보일지 모르나 집중하고 보면 전투마다 손에 땀을 쥐게하는 긴장감을 주는 거 같다. 개인적으로는 재밌게 봤고 더 많은 사람들이 보면 좋을 듯
2167	10	2020.01.06 21:05	작품성과 재미를 모두 가진 수작
2168	8	2020.01.06 20:36	
2169	10	2020.01.06 20:33	
2170	10	2020.01.06 20:04	
2171	10	2020.01.06 19:54	
2172	10	2020.01.06 19:37	기대 안하고 봤는데 좋았어요큰상영관에서 보고싶은데 아쉽습니다
2173	8	2020.01.06 19:36	
2174	10	2020.01.06 19:25	
2175	10	2020.01.06 19:23	새해 첫 영화 완전 성공적이네요. 눈을 뗄 수 없는 연기와 스토리들!미드웨이 영웅들에게 박수를..
2176	10	2020.01.06 19:02	
2177	10	2020.01.06 18:55	역사고증 인물고증 전투고증
2178	10	2020.01.06 18:39	
2179	10	2020.01.06 18:03	명작입니다. 꼭 극장에서 봐야하는 영화.
2180	10	2020.01.06 18:03	스릴도 있고 감동적입니다
2181	10	2020.01.06 17:56	
2182	10	2020.01.06 17:55	
2183	8	2020.01.06 17:24	전투씬이 볼만한 전쟁영화.
2184	10	2020.01.06 16:56	
2185	10	2020.01.06 16:42	사명감이랑 무엇인지 내가 저상황이라면 어땠을지리더쉽이란 무엇인지 많은걸 느끼고 생각해보게 된 영화
2186	9	2020.01.06 16:33	
2187	10	2020.01.06 15:43	전쟁 영화를 좋아한다면 추천. '진주만'은 진주만 폭격장면이 압권이었지만 미드웨이는 일본과의 전략에서 승리할 수 있었던 스토리에 초점을 맞추어 전개되어 재미 있었음
2188	10	2020.01.06 15:42	
2189	10	2020.01.06 15:41	재밌다. 평론가들은 스토리갖고 뭐라하던데 영상과 연출만으로도 충분히 몰입 가능해서 다른부분은 생각할 겨를이 없다. 추천~~~시간가는줄 모르고 봄
2190	7	2020.01.06 14:26	좀 씬이 계속왔다갔다하느라 난잡하긴했지만 운명의5분을 잘표현해서 만족
2191	10	2020.01.06 13:35	
2192	10	2020.01.06 10:06	미국이 승리했지만 미군포로때문에 조금 찝찝한...?느낌
2193	10	2020.01.06 09:32	왜 별이 다섯개 밖에 없지?
2194	10	2020.01.06 08:39	
2195	10	2020.01.06 08:38	
2196	10	2020.01.06 08:36	
2197	8	2020.01.06 02:14	영화마무리가 좀 아쉽네요전투씬은 꽤나 훌륭합니다
2198	8	2020.01.05 23:20	옛날 전투영화들을 보는 느낌, 그만큼 엄청난 전투 영상미 , 짦게짦게 미드웨이 전투의 인물들을 보여주면서 내용이 지루해지지도않고 최대한 중립적으로 미국 국뽕을 일으키는영화 , 적국을 야만원숭이처럼 표현하지않고 비등하거나 마치 유럽의 강대국 처럼 표현하는건 좀 놀라웠음. 
2199	10	2020.01.05 23:02	
2200	10	2020.01.05 22:51	
2201	10	2020.01.05 22:47	연기와 장면장면이 너무 좋았습니다
2202	10	2020.01.05 22:29	Goood10자쓰기어렵ㆍ
2203	10	2020.01.05 22:22	
2204	10	2020.01.05 22:20	
2205	10	2020.01.05 22:18	
2206	10	2020.01.05 22:14	
2207	10	2020.01.05 22:13	
2208	10	2020.01.05 22:05	
2209	10	2020.01.05 22:03	액션 좋아하지도 않은데 너무 재미있어요~ 시작부터 흥미진진!!!
2210	10	2020.01.05 21:42	낙하 비행 진심 멋있네요
2211	10	2020.01.05 21:37	엄청 재밌는영화라고 추천은 못하겠지만확실한건 엄청 좋은영화인건 분명하다.
2212	10	2020.01.05 20:53	너무 재밌게 잘 관람하였습니다.
2213	7	2020.01.05 20:53	전개가 빨라 아쉽다. 하지만 볼만한 영화
2214	10	2020.01.05 20:52	와 기대안하고 봣는데..넘 재미꼬 통쾌햇네요 갑자기 진주만영화가 땡기네요 ㅋ 전쟁영화 별루안조아하는데남친이랑 아주 잼께 봣다고 보길 잘햇다 하고 나왓네요 꼭보세요 강추!
2215	10	2020.01.05 20:39	1200피트!!!!
2216	7	2020.01.05 20:34	공중전의 규모와 스펙타클은 합격점이나 파일럿의 기교 등 디테일한 묘사가 떨어지는 건 조금 아쉽다. 영화의 초점이 전투기가 아닌 급강하 폭격기에 맞춰져서 어쩔 수 없는 부분이긴 한데...
2217	10	2020.01.05 20:30	진짜 너무 재밌어요. 영화 보면서 맨날 자는데 이건 첫 장면부터 못잠. ㅠㅠ 꼭보세요. ㅠ
2218	10	2020.01.05 20:29	띵작 너무 재미있습니다
2219	10	2020.01.05 20:20	(ㅜ∀ㅜ)  대일본제국의 항모 카가,소류,아카기가 침몰했을때 나도모르게  눈물을 흘리고말았습니다.
2220	10	2020.01.05 20:10	기대하고 봤는데 기대 이상
2221	10	2020.01.05 20:07	주조연할거 없이 캐스팅 돼에박
2222	9	2020.01.05 20:03	제2차 세계대전을 모티브로 한 영화.영상 연출 모두완벽 !! 보는 내내 지루함이 없었습니다.조금 아쉽운점은 개연성이 조금 아쉽네요.킬링타임으로 보기좋습니다ㅁ
2223	10	2020.01.05 20:02	군더더기 없는 깔끔한 대사, 깔끔한 연출근 10년간 본 전쟁영화중 최고
2224	10	2020.01.05 20:01	
2225	10	2020.01.05 20:00	기대안하고 봤는데.. 전쟁통에서 살아돌아온늬낌?!
2226	10	2020.01.05 19:53	
2227	8	2020.01.05 19:49	실감나는 전투씬이 가장 볼만하고 그 외는 크게 와닿지 않지만, 전투씬이 모든걸 커버한다. 미국전쟁영화 국뽕도 크게 강하지 않았음
2228	6	2020.01.05 19:39	재미있음! 미국 국뽕은 어쩔 수 없지만 사실 이 전투 덕에 세계대전의 향방이 정해졌으니 ~ 미군 조종사 잡으려고 중국 민간인 학살한 일본군의 만행이 우리로썬 기억할 포인트이기도.
2229	8	2020.01.05 19:12	전쟁은 일어남 안데고전쟁을 일으키는 넘들은정말 지옥으로 보내야한다특히 북한 임전무퇴다
2230	10	2020.01.05 18:43	말이 필요없음...양국 다 멋있음..
2231	10	2020.01.05 18:34	간만에 제대로 된 전쟁영화 한편 보고 갑니다
2232	10	2020.01.05 18:16	좋아요 재밌네요 추천합니다
2233	10	2020.01.05 18:05	나도 꼭 파일럿이 될거야
2234	10	2020.01.05 17:56	미드웨이에 대해 더 잘 알게되었습니다.
2235	10	2020.01.05 17:52	미국도 대단하고 그 미국에 맞선 일보의 군사력과 정신력도 대단하다.
2236	10	2020.01.05 17:42	
2237	10	2020.01.05 17:41	
2238	10	2020.01.05 17:36	실감나는 영상을 보여준 것에 감사하는 마음.  당시 비행기의 질감과 상태를 느낄수 있도록 배려한 작품. 이야기의 전개도 지겹지않게 전투 장면을 골고루 배치했음. 꼭 보시길...
2239	10	2020.01.05 17:14	
2240	10	2020.01.05 17:12	재밌게 잘 봤습니다. 개인적으로 전쟁용어가 낯설어서 준비하고 다시 보고싶은 영화였습니다~
2241	10	2020.01.05 17:08	강추합니다♥♥3명 모두 대만족
2242	9	2020.01.05 17:01	실감나는 전쟁의 재현과 당사자 개개인의 고뇌가 잘 녹아있다
2243	10	2020.01.05 16:37	
2244	10	2020.01.05 16:34	참 대단한 승리의 역사를 가지고 있는 미국이고  부럽다..
2245	10	2020.01.05 16:24	
2246	10	2020.01.05 15:43	최고의 인생영화다 꼭보세요!!!
2247	10	2020.01.05 15:27	액션감 최고입니다...
2248	8	2020.01.05 15:22	
2249	10	2020.01.05 15:21	미드웨이 해전의 역사적 의미를  아는 것 만으로도 볼만한 가치 충분함.자 이제 2월에는  영화  ' 1917' 로 1차세계대전에 대해서도 배워봅시다.
2250	10	2020.01.05 15:18	뭐 하나 흠 잡을 수 없는 최고의 영화!
2251	10	2020.01.05 15:18	미드웨이전에서 일본이 이겼더라면 어휴 상상하기도 싫다. 역시 일본은 예나 지금이나 야비의 그치다.
2252	10	2020.01.05 15:12	명작입니다. 몰입해서 봤네요.
2253	10	2020.01.05 15:12	모든 출연진이 주인공같은 캐릭터에 공감이 가고 정이 가는 너무 좋은 영화에요. 그동안 알지 못했던 여러 진정한 영웅들을 알 수 있어 좋았습니다.
2254	9	2020.01.05 15:05	간만에 보는 대작 기대하고 가서 실망하지 않음
2255	10	2020.01.05 15:03	심야에봤는데 잠이확깰정도로 몰입감있게봤어요.전쟁영화를 재미있게봤다고 말할순없겠지만 통쾌했고, 몰랐던 역사적 사건을 알게되었습니다. 일본 반성해!!!
2256	10	2020.01.05 15:00	전쟁 씬 엄청나고 실화를 바탕으로하다보니 재밌네요!!
2257	10	2020.01.05 14:48	상당히 객관적인 시각에서 볼 수 있게 연출한 부분이 마음에 들었다. 다시는 전쟁이 생겨나지 않기를 바란다.
2258	10	2020.01.05 14:45	그시대의 전투기에 더해져야만 했던 용맹함이 너무나 인상적임. 지금도 너무 중요한 정보력, 지혜로운 리더의 판단력, 한사람 한사람 목숨을 건 책임감등 합하여 승리를 이끌어낸 전쟁. 이후 우리의 독립도 가능. 한번 더 보고싶다. 
2259	10	2020.01.05 14:22	꼭 보세요 진짜 재밌습니다
2260	10	2020.01.05 13:31	진주만과 다르게 고증위주로 제작된 흥미진진한 전쟁영화입니다! 남자라면 꼭 보자
2261	10	2020.01.05 13:18	
2262	10	2020.01.05 13:18	
2263	10	2020.01.05 13:11	
2264	10	2020.01.05 13:09	
2265	8	2020.01.05 12:32	너무 재미있게 잘 봤어요 내용이 일본 관련된거라 몰입도가 더 좋았구요.  속 시원한 장면도 있고 ㅋ 그부분이 클라이막스 장면인듯!!!인정
2266	10	2020.01.05 12:29	
2267	10	2020.01.05 11:52	
2268	10	2020.01.05 11:31	
2269	10	2020.01.05 08:45	
2270	10	2020.01.05 08:25	
2271	10	2020.01.05 07:56	현실감이 뛰어난 전쟁 영화였다.  그것만으로도 충분한 영화.
2272	9	2020.01.05 07:52	다큐와 미국 영웅 주의의 절묘한 조합
2273	9	2020.01.05 07:23	대깨문들이 환장하고 밀어주는 백두산 따위와는 비교조차 안돼는 볼거리 가득한 헐리웃스케일을 보여주는 재밌는 영화네요..
2274	8	2020.01.05 03:21	스토리가 빨라 자칫 2차대전 진주만 액션생각하시고 보시면 정리가 좀 안됍니다 공부좀 하시고보면 그때 했던 역사적 사실들 일본과 미국의 친분과전쟁 이후 패전 요인들을 아셔야 꿀잼있게 보는 방법임...
2275	10	2020.01.05 02:11	손에 땀이 날 정도로 박진감 넘치고 너무 재미있었습니다
2276	10	2020.01.05 01:55	
2277	10	2020.01.05 01:44	
2278	10	2020.01.05 01:38	
2279	10	2020.01.05 01:16	
2280	10	2020.01.05 01:11	진짜 재미있었다 인생영화
2281	10	2020.01.05 01:11	
2282	10	2020.01.05 01:07	
2283	10	2020.01.05 00:46	
2284	10	2020.01.05 00:39	
2285	10	2020.01.05 00:36	포인트 쫄깃쫄깃하다.손에 땀을쥐면서 보고너무 긴장해서 어깨뭉쳤어요ㅋㅋㅋ
2286	9	2020.01.05 00:31	역사 고증이랑 전투 씬 너무 흥미로웠음.
2287	10	2020.01.05 00:28	감동 짱...스펙터클
2288	7	2020.01.05 00:21	폭탄떨굴때 긴장감이 오지는듯
2289	8	2020.01.05 00:18	재밌어요~옛날 오락실가면 있던 비행기 격추(;) 게임? 이름이 기억 안 나는데 그 게임 생각남ㅋㅋ단점은 일본을 좀 더 나쁘게 그렸음 했는데 그게 좀 약했음. 일본군 의리남으로 표현한 부분이 있어서 아쉬웠음. 진짜 일본은 진주만공습만 봐도 비열한 나라. 
2290	10	2020.01.05 00:17	
2291	10	2020.01.05 00:12	최고의 전쟁영화. 스토리와 영상미 작품구성 다.
2292	9	2020.01.04 22:37	진짜 재밌게 보긴했는데 너무 공군위주로만 나온것같아서 아쉽 저때당시는 완전 전함시대였는데 너무 전함 전투신이 없어서 아쉽 야마토전함 미주리 전함등등
2293	8	2020.01.04 21:11	일본을 멋지게 그리지 않아서 좋았다
2294	10	2020.01.04 21:05	
2295	10	2020.01.04 21:01	
2296	10	2020.01.04 20:51	
2297	8	2020.01.04 20:48	전투씬이 볼만합니다 스토리는 별로입니다
2298	10	2020.01.04 20:38	미드웨이에서 항모를 파괴하는것이 정말실감났어요
2299	10	2020.01.04 20:29	
2300	10	2020.01.04 20:00	
2301	10	2020.01.04 19:16	리뷰보고 보거나 한번 더 보면 이해 잘 될듯 생소해서 초반엔 지루했음(미필이라 그런듯) 또 배우들 얼굴들이 거기서 거기 같아보여서 어? 죽었는데? 왜 또나오지?(->안죽었음;;;;) 결론, 일본이 문제야
2302	10	2020.01.04 15:51	
2303	10	2020.01.04 15:48	오랜만에 영화다운 영화를 본것같네요 너무 리얼하고 스토리 집중도가 뛰어나요 제대로 집중해서 봤네요 강추합니다
2304	10	2020.01.04 14:40	지금까지 본 영화중 최고의 전쟁영화
2305	10	2020.01.04 14:11	
2306	10	2020.01.04 14:09	
2307	10	2020.01.04 13:14	너무 리얼한 전쟁영화 꿀잼
2308	10	2020.01.04 13:10	큰 스크린으로 보아야 되는 영화였음 감동 재미 교훈 그리고 사회정의 실현 다 갖춘 훈훈한 영화. 통쾌함
2309	10	2020.01.04 12:55	
